gene_id,gene_symbol
ENSG00000071127.18,WDR1
ENSG00000197977.4,ELOVL2
ENSG00000158077.5,NLRP14
ENSG00000107821.15,KAZALD1
ENSG00000204252.14,HLA-DOA
ENSG00000185885.17,IFITM1
ENSG00000109016.18,DHRS7B
ENSG00000103160.12,HSDL1
ENSG00000097046.13,CDC7
ENSG00000118508.5,RAB32
ENSG00000168439.17,STIP1
ENSG00000110719.11,TCIRG1
ENSG00000123562.18,MORF4L2
ENSG00000105854.13,PON2
ENSG00000126216.15,TUBGCP3
ENSG00000142512.15,SIGLEC10
ENSG00000067221.14,STOML1
ENSG00000163191.6,S100A11
ENSG00000162947.6,LINC01931
ENSG00000134569.10,LRP4
ENSG00000128335.14,APOL2
ENSG00000105355.9,PLIN3
ENSG00000197903.9,H2BC12
ENSG00000105613.10,MAST1
ENSG00000087263.17,OGFOD1
ENSG00000235568.7,NFAM1
ENSG00000173960.14,UBXN2A
ENSG00000112118.20,MCM3
ENSG00000196396.10,PTPN1
ENSG00000074054.21,CLASP1
ENSG00000013275.8,PSMC4
ENSG00000214688.6,C10orf105
ENSG00000167216.19,KATNAL2
ENSG00000233230.4,LOC100506235
ENSG00000231327.4,LINC01816
ENSG00000204397.11,CARD16
ENSG00000198732.11,SMOC1
ENSG00000142459.9,EVI5L
ENSG00000253598.3,SLC10A5
ENSG00000269113.4,TRABD2B
ENSG00000116833.14,NR5A2
ENSG00000163053.11,SLC16A14
ENSG00000198865.10,CCDC152
ENSG00000236700.9,LINC01010
ENSG00000258819.3,LINC02289
ENSG00000102100.16,SLC35A2
ENSG00000104435.14,STMN2
ENSG00000010379.16,SLC6A13
ENSG00000198792.13,TMEM184B
ENSG00000065457.11,ADAT1
ENSG00000243238.1,IGKV2-30
ENSG00000123836.15,PFKFB2
ENSG00000163814.8,CDCP1
ENSG00000124766.7,SOX4
ENSG00000273703.2,H2BC14
ENSG00000156535.15,CD109
ENSG00000118298.12,CA14
ENSG00000117395.13,EBNA1BP2
ENSG00000125845.7,BMP2
ENSG00000115758.14,ODC1
ENSG00000042493.16,CAPG
ENSG00000211663.2,IGLV3-19
ENSG00000179388.9,EGR3
ENSG00000189334.9,S100A14
ENSG00000101695.10,RNF125
ENSG00000181915.6,ADO
ENSG00000095970.17,TREM2
ENSG00000255833.2,TIFAB
ENSG00000172818.10,OVOL1
ENSG00000189159.16,JPT1
ENSG00000069956.14,MAPK6
ENSG00000120705.13,ETF1
ENSG00000136908.18,DPM2
ENSG00000078725.13,BRINP1
ENSG00000130733.11,YIPF2
ENSG00000102468.11,HTR2A
ENSG00000135077.10,HAVCR2
ENSG00000168159.15,RNF187
ENSG00000108510.10,MED13
ENSG00000159840.16,ZYX
ENSG00000167703.15,SLC43A2
ENSG00000011426.11,ANLN
ENSG00000135046.15,ANXA1
ENSG00000196126.12,HLA-DRB1
ENSG00000101193.8,GID8
ENSG00000219481.11,NBPF1
ENSG00000265808.4,SEC22B
ENSG00000157693.15,TMEM268
ENSG00000267213.5,DPY19L3-DT
ENSG00000162073.14,PAQR4
ENSG00000249439.1,HMGN1P14
ENSG00000261366.2,MANEA-DT
ENSG00000259883.3,EHD4-AS1
ENSG00000116824.5,CD2
ENSG00000182993.5,C12orf60
ENSG00000156299.15,TIAM1
ENSG00000184838.15,PRR16
ENSG00000240045.2,STRIT1
ENSG00000224747.1,MTCYBP21
ENSG00000115239.24,ASB3
ENSG00000167987.11,VPS37C
ENSG00000153721.19,CNKSR3
ENSG00000118242.17,MREG
ENSG00000156574.10,NODAL
ENSG00000093009.11,CDC45
ENSG00000013297.12,CLDN11
ENSG00000134827.8,TCN1
ENSG00000130173.14,ANGPTL8
ENSG00000136936.11,XPA
ENSG00000142185.18,TRPM2
ENSG00000124508.17,BTN2A2
ENSG00000177885.15,GRB2
ENSG00000101460.13,MAP1LC3A
ENSG00000154814.14,OXNAD1
ENSG00000171988.20,JMJD1C
ENSG00000248923.1,MTND5P11
ENSG00000154639.19,CXADR
ENSG00000143850.17,PLEKHA6
ENSG00000054219.11,LY75
ENSG00000137310.13,TCF19
ENSG00000265386.2,RN7SL219P
ENSG00000175582.20,RAB6A
ENSG00000160588.10,MPZL3
ENSG00000007264.15,MATK
ENSG00000196535.20,MYO18A
ENSG00000023445.17,BIRC3
ENSG00000227056.2,RPL6P2
ENSG00000061337.16,LZTS1
ENSG00000119950.21,MXI1
ENSG00000188921.14,HACD4
ENSG00000144867.13,SRPRB
ENSG00000272398.6,CD24
ENSG00000159256.13,MORC3
ENSG00000113719.17,ERGIC1
ENSG00000143119.15,CD53
ENSG00000109956.13,B3GAT1
ENSG00000118579.13,MED28
ENSG00000153179.14,RASSF3
ENSG00000173627.8,APOBEC4
ENSG00000115109.14,EPB41L5
ENSG00000152465.18,NMT2
ENSG00000229005.3,HNF4A-AS1
ENSG00000143839.15,REN
ENSG00000198691.14,ABCA4
ENSG00000285664.3,LOC105370500
ENSG00000054938.17,CHRDL2
ENSG00000125843.12,AP5S1
ENSG00000184584.14,STING1
ENSG00000124575.7,H1-3
ENSG00000129038.16,LOXL1
ENSG00000140548.10,ZNF710
ENSG00000198901.14,PRC1
ENSG00000121966.8,CXCR4
ENSG00000108465.15,CDK5RAP3
ENSG00000109184.15,DCUN1D4
ENSG00000204386.13,NEU1
ENSG00000157992.12,KRTCAP3
ENSG00000005471.19,ABCB4
ENSG00000293264.2,ACTG1P25
ENSG00000137161.18,CNPY3
ENSG00000231365.8,WARS2-AS1
ENSG00000075391.18,RASAL2
ENSG00000072840.13,EVC
ENSG00000122574.12,WIPF3
ENSG00000179636.15,TPPP2
ENSG00000123352.18,SPATS2
ENSG00000114554.12,PLXNA1
ENSG00000166913.13,YWHAB
ENSG00000136859.10,ANGPTL2
ENSG00000254858.10,MPV17L2
ENSG00000086598.11,TMED2
ENSG00000084636.18,COL16A1
ENSG00000049249.10,TNFRSF9
ENSG00000226360.5,RPL10AP6
ENSG00000076770.16,MBNL3
ENSG00000257746.3,LOC105369908
ENSG00000181938.14,GINS3
ENSG00000250673.3,REELD1
ENSG00000235173.7,HGH1
ENSG00000204311.15,PJVK
ENSG00000111371.16,SLC38A1
ENSG00000154229.12,PRKCA
ENSG00000162777.17,DENND2D
ENSG00000236088.13,COX10-DT
ENSG00000137077.9,CCL21
ENSG00000000938.13,FGR
ENSG00000198108.4,CHSY3
ENSG00000123485.12,HJURP
ENSG00000254087.8,LYN
ENSG00000078098.15,FAP
ENSG00000230314.8,ELOVL2-AS1
ENSG00000106397.12,PLOD3
ENSG00000173020.11,GRK2
ENSG00000275302.2,CCL4
ENSG00000205981.9,DNAJC19
ENSG00000187801.15,ZFP69B
ENSG00000134061.5,CD180
ENSG00000197093.11,GAL3ST4
ENSG00000125534.11,PPDPF
ENSG00000164305.20,CASP3
ENSG00000183955.14,KMT5A
ENSG00000197471.12,SPN
ENSG00000180061.10,TMEM150B
ENSG00000135220.11,UGT2A3
ENSG00000106080.11,FKBP14
ENSG00000165474.8,GJB2
ENSG00000206579.10,XKR4
ENSG00000240038.8,AMY2B
ENSG00000168502.18,MTCL1
ENSG00000201176.1,RNU6-853P
ENSG00000136048.14,DRAM1
ENSG00000110619.18,CARS1
ENSG00000230870.2,FBXW11P1
ENSG00000139629.16,GALNT6
ENSG00000232650.6,LINC01780
ENSG00000142303.14,ADAMTS10
ENSG00000111087.10,GLI1
ENSG00000043514.17,TRIT1
ENSG00000068323.17,TFE3
ENSG00000152503.10,TRIM36
ENSG00000160161.9,CILP2
ENSG00000047346.13,ATOSA
ENSG00000100994.12,PYGB
ENSG00000028137.19,TNFRSF1B
ENSG00000108176.15,DNAJC12
ENSG00000142657.21,PGD
ENSG00000111737.12,RAB35
ENSG00000128340.16,RAC2
ENSG00000135905.21,DOCK10
ENSG00000011376.12,LARS2
ENSG00000188522.16,FAM83G
ENSG00000105607.14,GCDH
ENSG00000088882.8,CPXM1
ENSG00000148948.8,LRRC4C
ENSG00000169136.13,ATF5
ENSG00000257621.10,PSMA3-AS1
ENSG00000172888.12,ZNF621
ENSG00000166348.20,USP54
ENSG00000164123.7,SPMIP2
ENSG00000119138.5,KLF9
ENSG00000100097.12,LGALS1
ENSG00000138430.16,OLA1
ENSG00000112679.15,DUSP22
ENSG00000104290.11,FZD3
ENSG00000005893.17,LAMP2
ENSG00000117620.15,SLC35A3
ENSG00000172932.16,ANKRD13D
ENSG00000205581.11,HMGN1
ENSG00000170175.11,CHRNB1
ENSG00000160877.7,NACC1
ENSG00000114013.16,CD86
ENSG00000272963.1,OR7A19P
ENSG00000102144.15,PGK1
ENSG00000132109.10,TRIM21
ENSG00000226015.2,CCT8P1
ENSG00000206190.13,ATP10A
ENSG00000236554.1,ASNSP3
ENSG00000176542.10,USF3
ENSG00000146731.11,CCT6A
ENSG00000177427.13,MIEF2
ENSG00000108798.9,ABI3
ENSG00000149257.16,SERPINH1
ENSG00000163516.14,ANKZF1
ENSG00000065911.13,MTHFD2
ENSG00000105852.11,PON3
ENSG00000104044.16,OCA2
ENSG00000181090.21,EHMT1
ENSG00000105011.9,ASF1B
ENSG00000268062.1,SRP14P4
ENSG00000177963.15,RIC8A
ENSG00000185267.10,CDNF
ENSG00000132341.12,RAN
ENSG00000166946.14,CCNDBP1
ENSG00000131873.7,CHSY1
ENSG00000105472.14,CLEC11A
ENSG00000188712.4,OR13D3P
ENSG00000166436.18,TRIM66
ENSG00000114126.18,TFDP2
ENSG00000151135.10,TMEM263
ENSG00000136628.18,EPRS1
ENSG00000156042.19,CFAP70
ENSG00000244437.1,IGKV3-15
ENSG00000104951.16,IL4I1
ENSG00000129538.14,RNASE1
ENSG00000174469.23,CNTNAP2
ENSG00000091656.19,ZFHX4
ENSG00000170027.7,YWHAG
ENSG00000088387.22,DOCK9
ENSG00000151687.15,ANKAR
ENSG00000123104.12,ITPR2
ENSG00000116455.14,WDR77
ENSG00000211595.2,IGKJ3
ENSG00000247199.7,FBXO38-DT
ENSG00000276368.2,H2AC14
ENSG00000233834.8,GIRGL
ENSG00000262155.3,LINC02175
ENSG00000180011.7,PTGR3
ENSG00000088356.6,PDRG1
ENSG00000226960.1,MTCO1P21
ENSG00000140931.20,CMTM3
ENSG00000162552.15,WNT4
ENSG00000108960.9,MMD
ENSG00000162783.11,IER5
ENSG00000103249.19,CLCN7
ENSG00000293270.2,PGAM1P5
ENSG00000211938.2,IGHV3-7
ENSG00000156486.8,KCNS2
ENSG00000125337.21,KIF25
ENSG00000174238.16,PITPNA
ENSG00000077458.13,FAM76B
ENSG00000142227.12,EMP3
ENSG00000076716.9,GPC4
ENSG00000161800.13,RACGAP1
ENSG00000198954.9,KIFBP
ENSG00000134590.14,RTL8C
ENSG00000223382.7,LINC01778
ENSG00000196878.15,LAMB3
ENSG00000263327.7,TAPT1-AS1
ENSG00000185009.13,AP3M1
ENSG00000010539.12,ZNF200
ENSG00000262686.2,GLIS2-AS1
ENSG00000154065.17,ANKRD29
ENSG00000142230.13,SAE1
ENSG00000210151.2,MIR12136
ENSG00000123066.9,MED13L
ENSG00000050730.16,TNIP3
ENSG00000114416.19,FXR1
ENSG00000221817.13,PPP3CB-AS1
ENSG00000278588.2,H2BC10
ENSG00000100100.14,PIK3IP1
ENSG00000122126.18,OCRL
ENSG00000204427.12,ABHD16A
ENSG00000254231.4,WWP1-AS1
ENSG00000152292.18,SH2D6
ENSG00000112394.18,SLC16A10
ENSG00000213312.3,RPL7AP34
ENSG00000186472.20,PCLO
ENSG00000165501.17,LRR1
ENSG00000179241.13,LDLRAD3
ENSG00000082212.13,ME2
ENSG00000261824.9,LINC00662
ENSG00000170271.11,FAXDC2
ENSG00000101844.18,ATG4A
ENSG00000120942.14,UBIAD1
ENSG00000197905.10,TEAD4
ENSG00000134697.13,GNL2
ENSG00000167645.17,YIF1B
ENSG00000186517.14,ARHGAP30
ENSG00000186529.16,CYP4F3
ENSG00000102312.24,PORCN
ENSG00000160072.20,ATAD3B
ENSG00000115806.13,GORASP2
ENSG00000171208.10,NETO2
ENSG00000081320.12,STK17B
ENSG00000101336.18,HCK
ENSG00000154153.15,RETREG1
ENSG00000247287.4,PRKCH-AS1
ENSG00000211597.2,IGKJ1
ENSG00000169248.13,CXCL11
ENSG00000037749.13,MFAP3
ENSG00000226673.2,LINC01108
ENSG00000141873.11,SLC39A3
ENSG00000227906.11,SNAP25-AS1
ENSG00000128228.5,SDF2L1
ENSG00000139835.14,GRTP1
ENSG00000224652.5,LINC00885
ENSG00000130429.16,ARPC1B
ENSG00000259673.7,IQCH-AS1
ENSG00000103472.11,RRN3P2
ENSG00000008853.18,RHOBTB2
ENSG00000157191.20,NECAP2
ENSG00000122257.20,RBBP6
ENSG00000142192.22,APP
ENSG00000123607.16,TTC21B
ENSG00000139083.11,ETV6
ENSG00000281706.6,LINC01012
ENSG00000227039.9,ITGB2-AS1
ENSG00000011347.10,SYT7
ENSG00000175203.17,DCTN2
ENSG00000167613.16,LAIR1
ENSG00000168542.18,COL3A1
ENSG00000167701.14,GPT
ENSG00000149781.14,FERMT3
ENSG00000256120.3,SOX5-AS1
ENSG00000293205.1,TPI1P2
ENSG00000198793.14,MTOR
ENSG00000211947.2,IGHV3-21
ENSG00000169679.15,BUB1
ENSG00000171310.11,CHST11
ENSG00000100150.20,DEPDC5
ENSG00000170088.14,TMEM192
ENSG00000075624.17,ACTB
ENSG00000110436.13,SLC1A2
ENSG00000102760.13,RGCC
ENSG00000108312.16,UBTF
ENSG00000102879.17,CORO1A
ENSG00000248319.5,LINC02275
ENSG00000129355.7,CDKN2D
ENSG00000132819.17,RBM38
ENSG00000100030.15,MAPK1
ENSG00000197122.13,SRC
ENSG00000083799.18,CYLD
ENSG00000164904.18,ALDH7A1
ENSG00000125675.20,GRIA3
ENSG00000166986.15,MARS1
ENSG00000242607.1,RPS3AP34
ENSG00000263528.8,IKBKE
ENSG00000291139.2,DPY19L2P2
ENSG00000117479.15,SLC19A2
ENSG00000188643.11,S100A16
ENSG00000166557.14,TMED3
ENSG00000177731.16,FLII
ENSG00000198223.19,CSF2RA
ENSG00000196123.13,MATCAP1
ENSG00000143933.20,CALM2
ENSG00000111605.18,CPSF6
ENSG00000080546.14,SESN1
ENSG00000240859.4,LINC03014
ENSG00000160883.11,HK3
ENSG00000285410.1,GABPB1-IT1
ENSG00000100417.12,PMM1
ENSG00000165389.7,SPTSSA
ENSG00000159202.18,UBE2Z
ENSG00000168078.10,PBK
ENSG00000156463.18,SH3RF2
ENSG00000134955.12,SLC37A2
ENSG00000172716.17,SLFN11
ENSG00000184922.15,FMNL1
ENSG00000147872.10,PLIN2
ENSG00000213024.13,NUP62
ENSG00000242076.3,IGKV1-33
ENSG00000177602.5,HASPIN
ENSG00000240382.3,IGKV1-17
ENSG00000111667.14,USP5
ENSG00000129946.11,SHC2
ENSG00000254622.2,NAV2-AS4
ENSG00000126264.10,HCST
ENSG00000189221.11,MAOA
ENSG00000162836.12,ACP6
ENSG00000158481.13,CD1C
ENSG00000091622.16,PITPNM3
ENSG00000137101.14,CD72
ENSG00000162302.13,RPS6KA4
ENSG00000055070.17,SZRD1
ENSG00000257526.4,LOC105369850
ENSG00000261423.4,TMEM202-AS1
ENSG00000187048.14,CYP4A11
ENSG00000140749.9,IGSF6
ENSG00000163378.14,EOGT
ENSG00000003056.8,M6PR
ENSG00000125817.8,CENPB
ENSG00000186594.17,MIR22HG
ENSG00000178385.15,PLEKHM3
ENSG00000135439.12,AGAP2
ENSG00000105639.21,JAK3
ENSG00000175489.10,LRRC25
ENSG00000112305.15,SMAP1
ENSG00000077150.21,NFKB2
ENSG00000143499.14,SMYD2
ENSG00000118762.8,PKD2
ENSG00000065361.17,ERBB3
ENSG00000159388.6,BTG2
ENSG00000234423.3,LINC01250
ENSG00000146425.11,DYNLT1
ENSG00000074803.21,SLC12A1
ENSG00000109618.13,SEPSECS
ENSG00000177613.9,CSTF2T
ENSG00000104299.15,INTS9
ENSG00000198081.11,ZBTB14
ENSG00000131966.14,ACTR10
ENSG00000154839.10,SKA1
ENSG00000204178.11,MACO1
ENSG00000169981.11,ZNF35
ENSG00000246548.4,LINC02288
ENSG00000114698.15,PLSCR4
ENSG00000211652.2,IGLV7-43
ENSG00000157445.16,CACNA2D3
ENSG00000205885.9,C1RL-AS1
ENSG00000161513.12,FDXR
ENSG00000179029.15,TMEM107
ENSG00000111845.5,PAK1IP1
ENSG00000100220.12,RTCB
ENSG00000160593.20,JAML
ENSG00000279873.3,LINC01126
ENSG00000163389.12,POGLUT1
ENSG00000105967.16,TFEC
ENSG00000108244.17,KRT23
ENSG00000118156.13,ZNF541
ENSG00000155304.6,HSPA13
ENSG00000114353.17,GNAI2
ENSG00000223865.12,HLA-DPB1
ENSG00000159216.20,RUNX1
ENSG00000235652.12,EPM2A-DT
ENSG00000127533.4,F2RL3
ENSG00000068438.15,FTSJ1
ENSG00000150753.12,CCT5
ENSG00000249295.2,LOC101928924
ENSG00000170903.12,MSANTD4
ENSG00000165527.8,ARF6
ENSG00000081237.22,PTPRC
ENSG00000211592.8,IGKC
ENSG00000250056.9,LINC01018
ENSG00000261188.4,TFIP11-DT
ENSG00000025800.14,KPNA6
ENSG00000143368.10,SF3B4
ENSG00000173559.15,NABP1
ENSG00000164692.19,COL1A2
ENSG00000278196.3,IGLV2-8
ENSG00000290503.2,FOLH1B
ENSG00000105464.4,GRIN2D
ENSG00000274997.2,H2AC12
ENSG00000166908.18,PIP4K2C
ENSG00000175166.17,PSMD2
ENSG00000163535.18,SGO2
ENSG00000249115.9,HAUS5
ENSG00000170759.11,KIF5B
ENSG00000136490.9,LIMD2
ENSG00000126458.4,RRAS
ENSG00000196116.8,TDRD7
ENSG00000125810.11,CD93
ENSG00000109576.14,AADAT
ENSG00000252003.1,RNU7-154P
ENSG00000206150.4,RNASE13
ENSG00000251179.2,TMEM92-AS1
ENSG00000136286.16,MYO1G
ENSG00000106636.9,YKT6
ENSG00000112799.9,LY86
ENSG00000120903.13,CHRNA2
ENSG00000154263.18,ABCA10
ENSG00000197852.12,INKA2
ENSG00000214184.4,GCC2-AS1
ENSG00000185825.17,BCAP31
ENSG00000097033.15,SH3GLB1
ENSG00000197355.11,UAP1L1
ENSG00000099139.14,PCSK5
ENSG00000232624.9,C10orf126
ENSG00000162236.13,STX5
ENSG00000161653.11,NAGS
ENSG00000182220.15,ATP6AP2
ENSG00000102054.18,RBBP7
ENSG00000033100.17,CHPF2
ENSG00000105568.19,PPP2R1A
ENSG00000177105.10,RHOG
ENSG00000183134.5,PTGDR2
ENSG00000139146.14,SINHCAF
ENSG00000123338.13,NCKAP1L
ENSG00000110880.11,CORO1C
ENSG00000213516.10,RBMXL1
ENSG00000240041.1,IGHJ4
ENSG00000119280.17,C1orf198
ENSG00000135048.14,CEMIP2
ENSG00000100077.16,GRK3
ENSG00000160953.17,PWWP3A
ENSG00000120500.19,ARR3
ENSG00000237879.3,LINC00545
ENSG00000175463.12,TBC1D10C
ENSG00000118705.18,RPN2
ENSG00000135108.16,FBXO21
ENSG00000243978.9,RTL9
ENSG00000134684.13,YARS1
ENSG00000198535.5,C2CD4A
ENSG00000113763.12,UNC5A
ENSG00000065526.13,SPEN
ENSG00000117408.11,IPO13
ENSG00000117090.16,SLAMF1
ENSG00000149735.7,GPHA2
ENSG00000140043.12,PTGR2
ENSG00000087152.16,ATXN7L3
ENSG00000100523.17,DDHD1
ENSG00000197496.6,SLC2A10
ENSG00000196735.13,HLA-DQA1
ENSG00000078747.17,ITCH
ENSG00000100242.16,SUN2
ENSG00000158488.16,CD1E
ENSG00000173611.18,SCAI
ENSG00000162723.10,SLAMF9
ENSG00000197548.13,ATG7
ENSG00000145888.11,GLRA1
ENSG00000140968.12,IRF8
ENSG00000092931.12,MFSD11
ENSG00000101367.9,MAPRE1
ENSG00000173715.19,TOP6BL
ENSG00000135596.18,MICAL1
ENSG00000173988.14,LRRC63
ENSG00000188428.20,BLOC1S5
ENSG00000125434.11,SLC25A35
ENSG00000214510.10,SPINK13
ENSG00000122696.14,SLC25A51
ENSG00000175348.11,TMEM9B
ENSG00000293488.2,CLECL1P
ENSG00000214146.4,LINC02026
ENSG00000255248.11,MIR100HG
ENSG00000203995.11,ZYG11A
ENSG00000198858.10,R3HDM4
ENSG00000138356.14,AOX1
ENSG00000122862.6,SRGN
ENSG00000213593.11,TMX2
ENSG00000255587.9,RAB44
ENSG00000143164.16,DCAF6
ENSG00000203734.13,ECT2L
ENSG00000141510.19,TP53
ENSG00000171700.14,RGS19
ENSG00000286153.2,RUNX1-AS1
ENSG00000123609.11,NMI
ENSG00000157224.16,CLDN12
ENSG00000255362.2,LINC02761
ENSG00000198947.18,DMD
ENSG00000275395.7,FCGBP
ENSG00000244390.2,RPS6P22
ENSG00000143344.16,RGL1
ENSG00000134028.14,ADAMDEC1
ENSG00000119042.18,SATB2
ENSG00000160633.13,SAFB
ENSG00000072657.10,TRHDE
ENSG00000187098.18,MITF
ENSG00000198855.7,FICD
ENSG00000271605.7,MILR1
ENSG00000143341.12,HMCN1
ENSG00000186998.16,EMID1
ENSG00000100368.15,CSF2RB
ENSG00000182162.11,P2RY8
ENSG00000278390.8,KBTBD6-DT
ENSG00000236242.1,MYO16-AS1
ENSG00000198826.11,ARHGAP11A
ENSG00000211772.11,TRBC2
ENSG00000099250.18,NRP1
ENSG00000139329.5,LUM
ENSG00000258572.2,SYNE3-AS1
ENSG00000156970.13,BUB1B
ENSG00000104972.16,LILRB1
ENSG00000198910.14,L1CAM
ENSG00000162377.6,COA7
ENSG00000229756.1,RPL31P20
ENSG00000170917.14,NUDT6
ENSG00000112972.16,HMGCS1
ENSG00000040933.17,INPP4A
ENSG00000065150.21,IPO5
ENSG00000174574.16,AKIRIN1
ENSG00000008283.16,CYB561
ENSG00000126603.9,GLIS2
ENSG00000290878.2,HLA-DRB6
ENSG00000197405.8,C5AR1
ENSG00000122861.16,PLAU
ENSG00000136531.19,SCN2A
ENSG00000225953.6,SATB2-AS1
ENSG00000112303.14,VNN2
ENSG00000225121.2,EEF1B2P5
ENSG00000044115.21,CTNNA1
ENSG00000132768.14,DPH2
ENSG00000160255.19,ITGB2
ENSG00000163874.11,ZC3H12A
ENSG00000140534.14,TICRR
ENSG00000159214.13,CCDC24
ENSG00000106069.26,CHN2
ENSG00000179240.13,GVQW3
ENSG00000173992.9,CCS
ENSG00000180008.9,SOCS4
ENSG00000184156.18,KCNQ3
ENSG00000066084.13,DIP2B
ENSG00000198189.11,HSD17B11
ENSG00000197150.13,ABCB8
ENSG00000149177.15,PTPRJ
ENSG00000073417.15,PDE8A
ENSG00000130598.17,TNNI2
ENSG00000111711.10,GOLT1B
ENSG00000163875.16,MEAF6
ENSG00000103404.15,USP31
ENSG00000226891.10,LINC01359
ENSG00000187955.13,COL14A1
ENSG00000242574.9,HLA-DMB
ENSG00000122025.15,FLT3
ENSG00000122877.18,EGR2
ENSG00000144843.12,ADPRH
ENSG00000273983.2,H3C8
ENSG00000134627.12,PIWIL4
ENSG00000150782.13,IL18
ENSG00000013374.17,NUB1
ENSG00000100320.24,RBFOX2
ENSG00000166501.14,PRKCB
ENSG00000174500.13,GCSAM
ENSG00000187741.16,FANCA
ENSG00000251191.9,LINC00589
ENSG00000240065.9,PSMB9
ENSG00000111642.16,CHD4
ENSG00000025772.8,TOMM34
ENSG00000130775.16,THEMIS2
ENSG00000156650.14,KAT6B
ENSG00000248837.8,LOC105374524
ENSG00000160791.14,CCR5
ENSG00000138798.13,EGF
ENSG00000181004.10,BBS12
ENSG00000147588.7,PMP2
ENSG00000118369.13,USP35
ENSG00000135677.11,GNS
ENSG00000270550.1,IGHV3-30
ENSG00000171105.14,INSR
ENSG00000166148.4,AVPR1A
ENSG00000176390.12,CRLF3
ENSG00000177788.7,RAB4A-AS1
ENSG00000106261.17,ZKSCAN1
ENSG00000117724.15,CENPF
ENSG00000130943.7,PKDREJ
ENSG00000112078.14,KCTD20
ENSG00000166971.17,AKTIP
ENSG00000100399.16,CHADL
ENSG00000052841.16,TTC17
ENSG00000136002.21,ARHGEF4
ENSG00000069849.11,ATP1B3
ENSG00000111671.10,SPSB2
ENSG00000267690.2,LDLRAD4-AS1
ENSG00000172269.20,DPAGT1
ENSG00000163902.12,RPN1
ENSG00000163754.18,GYG1
ENSG00000152932.8,RAB3C
ENSG00000214063.12,TSPAN4
ENSG00000134780.10,DAGLA
ENSG00000100055.21,CYTH4
ENSG00000003400.16,CASP10
ENSG00000138231.14,DBR1
ENSG00000234840.3,LINC01239
ENSG00000166900.17,STX3
ENSG00000137504.16,CREBZF
ENSG00000182952.5,HMGN4
ENSG00000170624.14,SGCD
ENSG00000215187.13,CIMIP2B
ENSG00000118894.15,EEF2KMT
ENSG00000188153.14,COL4A5
ENSG00000139144.11,PIK3C2G
ENSG00000184465.16,WDR27
ENSG00000124212.6,PTGIS
ENSG00000121797.10,CCRL2
ENSG00000052795.13,FNIP2
ENSG00000160460.17,SPTBN4
ENSG00000132274.17,TRIM22
ENSG00000155393.14,HEATR3
ENSG00000142178.9,SIK1
ENSG00000181524.6,RPL24P4
ENSG00000159399.10,HK2
ENSG00000164332.8,UBLCP1
ENSG00000283959.3,LOC101927245
ENSG00000175920.18,DOK7
ENSG00000037241.7,RPL26L1
ENSG00000143442.24,POGZ
ENSG00000110848.8,CD69
ENSG00000140678.17,ITGAX
ENSG00000183087.15,GAS6
ENSG00000147443.13,DOK2
ENSG00000138131.4,LOXL4
ENSG00000136826.15,KLF4
ENSG00000175606.11,TMEM70
ENSG00000012822.16,CALCOCO1
ENSG00000101310.17,SEC23B
ENSG00000117036.12,ETV3
ENSG00000185112.6,FAM43A
ENSG00000248844.6,LINC02753
ENSG00000111837.12,MAK
ENSG00000082438.18,COBLL1
ENSG00000140030.6,GPR65
ENSG00000068489.13,PRR11
ENSG00000109805.10,NCAPG
ENSG00000167553.17,TUBA1C
ENSG00000167286.12,CD3D
ENSG00000170802.17,FOXN2
ENSG00000154165.5,GPR15
ENSG00000152284.5,TCF7L1
ENSG00000107290.14,SETX
ENSG00000140543.15,DET1
ENSG00000145246.14,ATP10D
ENSG00000112079.9,STK38
ENSG00000257337.10,TNS2-AS1
ENSG00000211598.2,IGKV4-1
ENSG00000136986.10,DERL1
ENSG00000140379.9,BCL2A1
ENSG00000078487.18,ZCWPW1
ENSG00000237556.1,KCND3-AS1
ENSG00000119771.15,KLHL29
ENSG00000211698.2,TRGV4
ENSG00000166401.15,SERPINB8
ENSG00000049860.14,HEXB
ENSG00000237213.2,RPL23AP22
ENSG00000239523.9,MYLK-AS1
ENSG00000085840.13,ORC1
ENSG00000182866.18,LCK
ENSG00000180448.11,ARHGAP45
ENSG00000077420.17,APBB1IP
ENSG00000170345.11,FOS
ENSG00000169855.21,ROBO1
ENSG00000118496.5,FBXO30
ENSG00000198142.5,SOWAHC
ENSG00000106992.19,AK1
ENSG00000124587.14,PEX6
ENSG00000107798.18,LIPA
ENSG00000139354.11,GAS2L3
ENSG00000293394.2,LOC100128317
ENSG00000163563.8,MNDA
ENSG00000203760.9,CENPW
ENSG00000159314.13,ARHGAP27
ENSG00000184164.15,CRELD2
ENSG00000144668.12,ITGA9
ENSG00000121552.4,CSTA
ENSG00000259964.8,THSD4-AS1
ENSG00000231437.4,LINC01750
ENSG00000224517.7,HTR2A-AS1
ENSG00000155324.10,GRAMD2B
ENSG00000127951.8,FGL2
ENSG00000245293.6,CYP2U1-AS1
ENSG00000185100.12,ADSS1
ENSG00000241755.1,IGKV1-9
ENSG00000198774.5,RASSF9
ENSG00000183018.9,SPNS2
ENSG00000160202.8,CRYAA
ENSG00000171161.13,ZNF672
ENSG00000139946.11,PELI2
ENSG00000034533.12,ASTE1
ENSG00000241351.3,IGKV3-11
