gene_id,gene_symbol
ENSG00000104388.15,RAB2A
ENSG00000053702.15,NRIP2
ENSG00000132581.10,SDF2
ENSG00000252383.1,RNU6-314P
ENSG00000106459.15,NRF1
ENSG00000246273.10,SBF2-AS1
ENSG00000076321.11,KLHL20
ENSG00000228624.9,HDAC2-AS2
ENSG00000203780.12,FANK1
ENSG00000267454.6,ZNF582-DT
ENSG00000132676.16,DAP3
ENSG00000105708.9,ZNF14
ENSG00000176473.14,WDR25
ENSG00000104814.13,MAP4K1
ENSG00000136574.19,GATA4
ENSG00000241045.1,RPL7P43
ENSG00000128891.17,CCDC32
ENSG00000144468.17,RHBDD1
ENSG00000169032.11,MAP2K1
ENSG00000224699.13,LAMTOR5-AS1
ENSG00000125505.17,MBOAT7
ENSG00000117450.15,PRDX1
ENSG00000162086.16,ZNF75A
ENSG00000163586.10,FABP1
ENSG00000188991.3,SLC15A5
ENSG00000254451.3,LOC100130268
ENSG00000177732.9,SOX12
ENSG00000201586.1,RNU6-593P
ENSG00000129484.14,PARP2
ENSG00000100299.18,ARSA
ENSG00000232160.8,RAP2C-AS1
ENSG00000140396.13,NCOA2
ENSG00000228363.3,CHMP3-AS1
ENSG00000063245.15,EPN1
ENSG00000135899.20,SP110
ENSG00000168273.8,UQCC5
ENSG00000169299.14,PGM2
ENSG00000150459.13,SAP18
ENSG00000240891.8,PLCXD2
ENSG00000180964.17,TCEAL8
ENSG00000162722.9,TRIM58
ENSG00000245148.2,ARAP1-AS2
ENSG00000157881.16,PANK4
ENSG00000130783.14,CCDC62
ENSG00000137857.18,DUOX1
ENSG00000228340.9,MIR646HG
ENSG00000123096.12,SSPN
ENSG00000132604.11,TERF2
ENSG00000240870.2,RPL19P14
ENSG00000187627.18,RGPD1
ENSG00000234653.1,LRRTM4-AS1
ENSG00000169255.15,B3GALNT1
ENSG00000260896.7,ARLNC1
ENSG00000165076.14,PRSS37
ENSG00000130066.17,SAT1
ENSG00000165138.18,ANKS6
ENSG00000164736.6,SOX17
ENSG00000163166.15,IWS1
ENSG00000154269.15,ENPP3
ENSG00000165886.5,UBTD1
ENSG00000130363.14,RSPH3
ENSG00000104413.18,ESRP1
ENSG00000169251.13,NMD3
ENSG00000186314.12,PRELID2
ENSG00000157429.16,ZNF19
ENSG00000173991.6,TCAP
ENSG00000205865.4,FAM99B
ENSG00000081791.9,DELE1
ENSG00000176697.20,BDNF
ENSG00000006576.17,PHTF2
ENSG00000162572.21,SCNN1D
ENSG00000186431.19,FCAR
ENSG00000131174.7,COX7B
ENSG00000153015.17,CWC27
ENSG00000160813.7,PPP1R35
ENSG00000132383.12,RPA1
ENSG00000232645.8,LINC01431
ENSG00000187045.19,TMPRSS6
ENSG00000163467.12,TSACC
ENSG00000162066.16,AMDHD2
ENSG00000162374.18,ELAVL4
ENSG00000182325.11,FBXL6
ENSG00000109991.10,P2RX3
ENSG00000241634.1,RPL13P8
ENSG00000061918.14,GUCY1B1
ENSG00000203437.3,LOC100422622
ENSG00000177084.19,POLE
ENSG00000230370.1,RPL23AP52
ENSG00000261703.2,LINC02168
ENSG00000225855.8,RUSC1-AS1
ENSG00000139998.16,RAB15
ENSG00000084731.15,KIF3C
ENSG00000235678.3,OR5AN2P
ENSG00000163132.8,MSX1
ENSG00000224846.4,NQO2-AS1
ENSG00000225484.8,NUTM2B-AS1
ENSG00000198440.9,ZNF583
ENSG00000143776.20,CDC42BPA
ENSG00000180228.14,PRKRA
ENSG00000163743.14,RCHY1
ENSG00000264743.2,DPRXP4
ENSG00000162733.19,DDR2
ENSG00000213977.8,TAX1BP3
ENSG00000213938.3,SEPHS1P6
ENSG00000099994.11,SUSD2
ENSG00000110077.16,MS4A6A
ENSG00000000457.14,SCYL3
ENSG00000204371.12,EHMT2
ENSG00000146830.11,GIGYF1
ENSG00000163909.8,HEYL
ENSG00000224468.3,LAMC1-AS1
ENSG00000132932.19,ATP8A2
ENSG00000211679.2,IGLC3
ENSG00000197162.10,ZNF785
ENSG00000020577.14,SAMD4A
ENSG00000264623.3,MIR4796
ENSG00000113643.9,RARS1
ENSG00000166377.21,ATP9B
ENSG00000215704.10,CELA2B
ENSG00000229117.9,RPL41
ENSG00000176401.6,EID2B
ENSG00000274810.4,NPHP3-ACAD11
ENSG00000120910.15,PPP3CC
ENSG00000230221.2,LOC643342
ENSG00000204323.5,SMIM5
ENSG00000163827.14,LRRC2
ENSG00000164929.17,BAALC
ENSG00000104969.11,SGTA
ENSG00000136068.16,FLNB
ENSG00000188996.5,HUS1B
ENSG00000134470.21,IL15RA
ENSG00000204511.3,MCCD1
ENSG00000141965.5,FEM1A
ENSG00000239653.1,PSMD6-AS2
ENSG00000160679.14,CHTOP
ENSG00000249167.3,SEMA6A-AS2
ENSG00000111713.3,GYS2
ENSG00000079134.13,THOC1
ENSG00000172061.9,LRRC15
ENSG00000275763.3,ZNF516-DT
ENSG00000100138.15,SNU13
ENSG00000241506.1,PSMC1P1
ENSG00000245080.8,MIR3150BHG
ENSG00000006042.12,TMEM98
ENSG00000198881.10,ASB12
ENSG00000263834.1,MIR4635
ENSG00000099999.15,RNF215
ENSG00000222960.1,RNU6-272P
ENSG00000064666.15,CNN2
ENSG00000233296.3,TMEM18-DT
ENSG00000138028.17,CGREF1
ENSG00000229847.10,EMX2OS
ENSG00000189319.14,FAM53B
ENSG00000067182.9,TNFRSF1A
ENSG00000154099.18,DNAAF1
ENSG00000063015.21,SEZ6
ENSG00000239577.3,RN7SL388P
ENSG00000080709.17,KCNN2
ENSG00000161526.15,SAP30BP
ENSG00000257743.9,MGAM2
ENSG00000254560.7,BBOX1-AS1
ENSG00000004779.10,NDUFAB1
ENSG00000205208.5,C4orf46
ENSG00000164128.7,NPY1R
ENSG00000240791.1,MTND4LP7
ENSG00000222112.1,RN7SKP16
ENSG00000099957.17,P2RX6
ENSG00000164967.10,RPP25L
ENSG00000176720.6,BOK
ENSG00000204335.4,SP5
ENSG00000257103.9,LSM14A
ENSG00000165688.14,PMPCA
ENSG00000232453.8,LINC02777
ENSG00000122547.12,EEPD1
ENSG00000184047.21,DIABLO
ENSG00000102984.15,ZNF821
ENSG00000173207.13,CKS1B
ENSG00000185758.9,CLDN24
ENSG00000067606.17,PRKCZ
ENSG00000203859.10,HSD3B2
ENSG00000143382.16,ADAMTSL4
ENSG00000143437.21,ARNT
ENSG00000159753.15,CARMIL2
ENSG00000100024.15,UPB1
ENSG00000259151.2,CAP2P1
ENSG00000198373.13,WWP2
ENSG00000212549.1,RNA5SP354
ENSG00000051382.10,PIK3CB
ENSG00000096654.16,ZNF184
ENSG00000101425.15,BPI
ENSG00000138617.16,PARP16
ENSG00000115594.12,IL1R1
ENSG00000123552.18,USP45
ENSG00000105176.18,URI1
ENSG00000217767.2,NDUFAB1P1
ENSG00000164031.17,DNAJB14
ENSG00000001626.18,CFTR
ENSG00000075413.19,MARK3
ENSG00000070501.12,POLB
ENSG00000120279.7,MYCT1
ENSG00000243033.2,GAPDHP47
ENSG00000177791.12,MYOZ1
ENSG00000136541.15,ERMN
ENSG00000271551.2,LOC115308161
ENSG00000291207.2,SEPTIN7P2
ENSG00000151164.19,RAD9B
ENSG00000206962.1,RNU6-74P
ENSG00000064419.14,TNPO3
ENSG00000198844.12,ARHGEF15
ENSG00000285336.1,LOC101928882
ENSG00000199377.1,RNU5F-1
ENSG00000148300.12,REXO4
ENSG00000182199.11,SHMT2
ENSG00000127328.22,RAB3IP
ENSG00000235903.12,CPB2-AS1
ENSG00000108349.18,CASC3
ENSG00000284484.1,CPHXL2
ENSG00000176155.21,CCDC57
ENSG00000196369.12,SRGAP2B
ENSG00000146410.12,MTFR2
ENSG00000143196.5,DPT
ENSG00000142082.15,SIRT3
ENSG00000123200.17,ZC3H13
ENSG00000154511.12,DIPK1A
ENSG00000160972.10,PPP1R16A
ENSG00000254827.8,SLC22A18AS
ENSG00000177311.12,ZBTB38
ENSG00000008441.19,NFIX
ENSG00000170396.9,ZNF804A
ENSG00000145912.10,NHP2
ENSG00000179832.18,MROH1
ENSG00000092439.16,TRPM7
ENSG00000099365.11,STX1B
ENSG00000184956.16,MUC6
ENSG00000124074.12,ENKD1
ENSG00000139364.11,TMEM132B
ENSG00000153802.12,TMPRSS11D
ENSG00000101966.14,XIAP
ENSG00000083544.16,TDRD3
ENSG00000213384.2,EIF4E2P1
ENSG00000135763.10,URB2
ENSG00000250170.1,RASA2-IT1
ENSG00000208892.1,SNORA49
ENSG00000174007.9,CEP19
ENSG00000197442.11,MAP3K5
ENSG00000169727.14,GPS1
ENSG00000136810.13,TXN
ENSG00000253327.2,RAD21-AS1
ENSG00000108506.14,INTS2
ENSG00000162746.15,FCRLB
ENSG00000236467.8,KCNMA1-AS1
ENSG00000185917.14,SETD4
ENSG00000198948.12,MFAP3L
ENSG00000261616.1,TTC23-AS1
ENSG00000242258.3,LINC00996
ENSG00000226051.11,ZNF503-AS1
ENSG00000124459.12,ZNF45
ENSG00000188783.6,PRELP
ENSG00000122912.15,SLC25A16
ENSG00000147905.18,ZCCHC7
ENSG00000242251.3,RN7SL20P
ENSG00000164050.13,PLXNB1
ENSG00000089693.11,MLF2
ENSG00000253770.1,HMGB1P23
ENSG00000164761.9,TNFRSF11B
ENSG00000122692.9,SMU1
ENSG00000054611.14,TBC1D22A
ENSG00000067646.12,ZFY
ENSG00000115053.17,NCL
ENSG00000138459.9,SLC35A5
ENSG00000069345.12,DNAJA2
ENSG00000125995.16,ROMO1
ENSG00000197272.2,IL27
ENSG00000280071.5,LOC102724023
ENSG00000163879.11,DNALI1
ENSG00000146197.9,SCUBE3
ENSG00000243708.11,PLA2G4B
ENSG00000231119.3,LOC101927377
ENSG00000135678.12,CPM
ENSG00000229833.11,PET100
ENSG00000104321.11,TRPA1
ENSG00000170935.8,NCBP2L
ENSG00000227646.8,STEAP2-AS1
ENSG00000260625.5,RUSF1-DT
ENSG00000250988.9,SNHG21
ENSG00000239900.14,ADSL
ENSG00000253958.2,CLDN23
ENSG00000143416.21,SELENBP1
ENSG00000175886.10,RPL7AP66
ENSG00000072958.9,AP1M1
ENSG00000167283.9,ATP5MG
ENSG00000258940.3,MIA2-AS1
ENSG00000125166.13,GOT2
ENSG00000221819.6,GAS8-AS1
ENSG00000262700.1,LOC100421173
ENSG00000189043.10,NDUFA4
ENSG00000099814.17,CEP170B
ENSG00000230484.2,OR51A10P
ENSG00000248487.10,ABHD14A
ENSG00000254999.4,BRK1
ENSG00000167910.4,CYP7A1
ENSG00000236241.1,DDX5P1
ENSG00000105298.14,CACTIN
ENSG00000278903.6,LOC105379499
ENSG00000010017.13,RANBP9
ENSG00000123700.5,KCNJ2
ENSG00000174130.13,TLR6
ENSG00000261186.2,LINC01238
ENSG00000064309.16,CDON
ENSG00000215644.10,GCGR
ENSG00000162551.14,ALPL
ENSG00000163399.16,ATP1A1
ENSG00000186854.11,TRABD2A
ENSG00000257660.6,ADCY6-DT
ENSG00000108733.11,PEX12
ENSG00000232671.9,ZNF687-AS1
ENSG00000204625.11,HCG9
ENSG00000111863.13,ADTRP
ENSG00000196329.12,GIMAP5
ENSG00000239742.3,RN7SL672P
ENSG00000198121.15,LPAR1
ENSG00000111596.14,CNOT2
ENSG00000168152.13,THAP9
ENSG00000091128.13,LAMB4
ENSG00000042980.14,ADAM28
ENSG00000103485.19,QPRT
ENSG00000104960.15,PTOV1
ENSG00000172602.11,RND1
ENSG00000143106.13,PSMA5
ENSG00000142583.18,SLC2A5
ENSG00000135722.9,FBXL8
ENSG00000167034.10,NKX3-1
ENSG00000163735.7,CXCL5
ENSG00000157326.19,DHRS4
ENSG00000125170.11,DOK4
ENSG00000225497.6,KCNMA1-AS2
ENSG00000135070.15,ISCA1
ENSG00000008323.16,PLEKHG6
ENSG00000109445.11,ZNF330
ENSG00000112137.19,PHACTR1
ENSG00000187773.9,DIPK1C
ENSG00000230445.5,LRRC37A6P
ENSG00000148136.5,OR13C4
ENSG00000132005.9,RFX1
ENSG00000141971.14,MVB12A
ENSG00000238317.2,SNORD11
ENSG00000259203.5,LOC101928499
ENSG00000158639.13,PAGE5
ENSG00000121988.18,ZRANB3
ENSG00000271108.1,KATNBL1P5
ENSG00000109775.11,UFSP2
ENSG00000120159.13,CAAP1
ENSG00000289583.2,LOC107984709
ENSG00000248027.2,ARHGAP42-AS1
ENSG00000177692.13,DNAJC28
ENSG00000132694.20,ARHGEF11
ENSG00000132361.18,CLUH
ENSG00000109586.12,GALNT7
ENSG00000179603.19,GRM8
ENSG00000179406.11,LINC00174
ENSG00000108094.17,CUL2
ENSG00000140319.11,SRP14
ENSG00000274308.1,RPS2P49
ENSG00000183864.6,TOB2
ENSG00000100344.11,PNPLA3
ENSG00000164638.11,SLC29A4
ENSG00000291083.2,CYP2B7P
ENSG00000049167.16,ERCC8
ENSG00000001631.17,KRIT1
ENSG00000074603.19,DPP8
ENSG00000162607.13,USP1
ENSG00000178033.6,CALHM5
ENSG00000088832.18,FKBP1A
ENSG00000124496.13,TRERF1
ENSG00000270923.1,TAS2R6P
ENSG00000163900.11,TMEM41A
ENSG00000112695.13,COX7A2
ENSG00000136715.19,SAP130
ENSG00000170044.9,ZPLD1
ENSG00000172301.11,COPRS
ENSG00000176920.14,FUT2
ENSG00000130706.13,ADRM1
ENSG00000164307.13,ERAP1
ENSG00000261202.3,TNRC6B-DT
ENSG00000104611.12,SH2D4A
ENSG00000126856.16,PRDM7
ENSG00000198830.13,HMGN2
ENSG00000125319.15,HROB
ENSG00000245146.8,LOC124900193
ENSG00000273320.3,NAMPT-AS1
ENSG00000215030.5,RPL13P12
ENSG00000151502.11,VPS26B
ENSG00000185189.18,NRBP2
ENSG00000151881.15,TMEM267
ENSG00000182150.20,ERCC6L2
ENSG00000155729.13,KCTD18
ENSG00000239648.1,MTND1P3
ENSG00000158578.21,ALAS2
ENSG00000258057.7,BCDIN3D-AS1
ENSG00000134480.17,CCNH
ENSG00000287354.1,LOC124904503
ENSG00000085465.13,OVGP1
ENSG00000126246.10,IGFLR1
ENSG00000175467.15,SART1
ENSG00000266100.1,LOC101927557
ENSG00000241230.3,RN7SL801P
ENSG00000225937.3,PCA3
ENSG00000188786.10,MTF1
ENSG00000197361.8,FBXL22
ENSG00000233527.11,ZNF529-AS1
ENSG00000160113.6,NR2F6
ENSG00000149571.12,KIRREL3
ENSG00000261663.1,ECI1-AS1
ENSG00000080823.23,MOK
ENSG00000142046.15,TMEM91
ENSG00000146674.16,IGFBP3
ENSG00000114771.14,AADAC
ENSG00000136270.14,TBRG4
ENSG00000132561.14,MATN2
ENSG00000012061.17,ERCC1
ENSG00000215440.12,NPEPL1
ENSG00000243267.3,RN7SL614P
ENSG00000233355.8,CHRM3-AS2
ENSG00000293256.2,CBX3P2
ENSG00000235760.5,MSH2-OT1
ENSG00000261527.1,LOC100420066
ENSG00000213123.11,DYNLT2B
ENSG00000117523.18,PRRC2C
ENSG00000141456.16,PELP1
ENSG00000108590.11,MED31
ENSG00000072501.19,SMC1A
ENSG00000136159.4,NUDT15
ENSG00000293496.2,TMED11P
ENSG00000251450.3,RASGRF2-AS1
ENSG00000197993.9,KEL
ENSG00000230799.1,RPS2P16
ENSG00000106524.9,ANKMY2
ENSG00000170209.5,ANKK1
ENSG00000108963.19,DPH1
ENSG00000129354.12,AP1M2
ENSG00000162398.12,CIMAP2
ENSG00000232751.1,RPL26P11
ENSG00000143194.13,MAEL
ENSG00000201863.1,LOC124900183
ENSG00000257636.7,G2E3-AS1
ENSG00000109084.14,TMEM97
ENSG00000183161.6,FANCF
ENSG00000087157.19,PGS1
ENSG00000259956.2,RBM15B
ENSG00000106344.8,RBM28
ENSG00000254860.8,TMEM9B-AS1
ENSG00000239627.3,RPL12P20
ENSG00000183542.7,KLRC4
ENSG00000204842.18,ATXN2
ENSG00000119718.11,EIF2B2
ENSG00000237945.10,LINC00649
ENSG00000122012.14,SV2C
ENSG00000084734.9,GCKR
ENSG00000179913.11,B3GNT3
ENSG00000215126.12,ZNG1F
ENSG00000181924.8,COA4
ENSG00000225572.1,DOCK4-AS1
ENSG00000123154.12,WDR83
ENSG00000037637.11,FBXO42
ENSG00000105711.14,SCN1B
ENSG00000148339.13,SLC25A25
ENSG00000179761.12,PIPOX
ENSG00000075420.13,FNDC3B
ENSG00000167371.21,PRRT2
ENSG00000162384.14,CZIB
ENSG00000168301.13,KCTD6
ENSG00000211976.2,IGHV3-73
ENSG00000163362.11,INAVA
ENSG00000242958.1,RPL36AP32
ENSG00000164764.11,SBSPON
ENSG00000266967.7,AARSD1
ENSG00000110851.12,PRDM4
ENSG00000142864.15,SERBP1
ENSG00000116750.14,UCHL5
ENSG00000173250.3,GPR151
ENSG00000119283.16,TRIM67
ENSG00000231194.1,FARP1-AS1
ENSG00000006194.11,ZNF263
ENSG00000233569.2,LOC101928797
ENSG00000134463.15,ECHDC3
ENSG00000231035.1,RPL7L1P9
ENSG00000222514.1,RN7SKP223
ENSG00000087086.16,FTL
ENSG00000174137.14,FAM53A
ENSG00000075131.10,TIPIN
ENSG00000064835.12,POU1F1
ENSG00000259116.3,HSPA2-AS1
ENSG00000135744.9,AGT
ENSG00000114948.13,ADAM23
ENSG00000110080.20,ST3GAL4
ENSG00000100065.15,CARD10
ENSG00000162998.5,FRZB
ENSG00000225460.1,LOC124902324
ENSG00000240233.3,RN7SL587P
ENSG00000204677.14,FAM153CP
ENSG00000260691.8,ANKRD20A1
ENSG00000103550.14,KNOP1
ENSG00000197498.13,RPF2
ENSG00000141985.9,SH3GL1
ENSG00000126254.12,RBM42
ENSG00000089737.19,DDX24
ENSG00000274428.1,LOC124904634
ENSG00000163395.17,IGFN1
ENSG00000158411.11,MITD1
ENSG00000138433.16,CIR1
ENSG00000225096.4,LOC101927293
ENSG00000104728.16,ARHGEF10
ENSG00000169857.9,AVEN
ENSG00000232732.12,LOC101927687
ENSG00000169446.6,MMGT1
ENSG00000196867.8,ZFP28
ENSG00000117114.21,ADGRL2
ENSG00000288009.2,LOC101929004
ENSG00000204590.13,GNL1
ENSG00000219470.1,RPS2P29
ENSG00000123908.12,AGO2
ENSG00000109099.16,PMP22
ENSG00000227474.1,RPL6P24
ENSG00000135506.17,OS9
ENSG00000226321.6,CROCC2
ENSG00000188517.17,COL25A1
ENSG00000122367.21,LDB3
ENSG00000119953.14,SMNDC1
ENSG00000228308.2,LINC01209
ENSG00000184083.12,FAM120C
ENSG00000238711.1,RNY4P25
ENSG00000206712.1,RNU6-26P
ENSG00000242616.4,GNG10
ENSG00000236377.2,MYO1D-DT
ENSG00000139624.14,CERS5
ENSG00000206897.1,SNORA9B
ENSG00000180776.17,ZDHHC20
ENSG00000223930.10,LOC105374235
ENSG00000244264.3,RN7SL597P
ENSG00000234807.10,LOC101926907
ENSG00000112304.11,ACOT13
ENSG00000108055.11,SMC3
ENSG00000120860.11,WASHC3
ENSG00000136044.12,APPL2
ENSG00000087085.16,ACHE
ENSG00000273148.3,LCDR
ENSG00000100578.18,KIAA0586
ENSG00000265845.3,LOC101927018
ENSG00000197170.10,PSMD12
ENSG00000204592.9,HLA-E
ENSG00000036257.14,CUL3
ENSG00000110046.14,ATG2A
ENSG00000006837.12,CDKL3
ENSG00000160256.14,SLX9
ENSG00000106789.13,CORO2A
ENSG00000281756.2,C2-AS1
ENSG00000221829.11,FANCG
ENSG00000276644.5,DACH1
ENSG00000174177.13,CTU2
ENSG00000144218.21,AFF3
ENSG00000198837.10,DENND4B
ENSG00000240519.1,RPLP1P9
ENSG00000177189.14,RPS6KA3
ENSG00000081181.8,ARG2
ENSG00000241973.11,PI4KA
ENSG00000143543.15,JTB
ENSG00000212695.5,RPL18AP11
ENSG00000179981.11,TSHZ1
ENSG00000165169.11,DYNLT3
ENSG00000204876.6,LOC389602
ENSG00000257511.1,LOC100420981
ENSG00000257594.4,GALNT4
ENSG00000284154.1,MIR3605
ENSG00000078053.17,AMPH
ENSG00000129159.9,KCNC1
ENSG00000241288.9,LINC02614
ENSG00000186222.5,BLOC1S4
ENSG00000006712.15,PAF1
ENSG00000128218.8,VPREB3
ENSG00000167548.18,KMT2D
ENSG00000047617.18,ANO2
ENSG00000228278.5,ORM2
ENSG00000100811.15,YY1
ENSG00000222594.1,RN7SKP235
ENSG00000105393.16,BABAM1
ENSG00000111144.10,LTA4H
ENSG00000121289.18,CEP89
ENSG00000107960.12,STN1
ENSG00000251958.1,RNU6-1102P
ENSG00000282961.1,PRNCR1
ENSG00000226984.1,RPL26P10
ENSG00000165997.5,ARL5B
ENSG00000256862.6,PARP11-AS1
ENSG00000215021.10,PHB2
ENSG00000175155.11,YPEL2
ENSG00000184831.14,APOO
ENSG00000131386.20,GALNT15
ENSG00000260423.4,LINC02367
ENSG00000197653.16,DNAH10
ENSG00000144063.4,MALL
ENSG00000183242.14,WT1-AS
ENSG00000164118.13,CEP44
ENSG00000149547.15,EI24
ENSG00000204568.12,MRPS18B
ENSG00000267083.1,KRT18P61
ENSG00000243678.12,NME2
ENSG00000136045.12,PWP1
ENSG00000204464.8,TMEM51-AS2
ENSG00000188313.13,PLSCR1
ENSG00000128253.16,RFPL2
ENSG00000241186.10,CRIPTO
ENSG00000270959.3,LPP-AS2
ENSG00000086619.15,ERO1B
ENSG00000132698.15,RAB25
ENSG00000151806.14,GUF1
ENSG00000204961.7,PCDHA9
ENSG00000138315.13,OIT3
ENSG00000065621.15,GSTO2
ENSG00000223177.1,RNA5SP39
ENSG00000066583.12,ISOC1
ENSG00000253833.1,DSTNP3
ENSG00000163510.14,CWC22
ENSG00000212534.1,SNORD70
ENSG00000183801.8,OLFML1
ENSG00000085224.23,ATRX
ENSG00000253686.3,LINC01484
ENSG00000169689.15,CENPX
ENSG00000164880.16,INTS1
ENSG00000196136.18,SERPINA3
ENSG00000166272.18,WBP1L
ENSG00000150477.15,KIAA1328
ENSG00000248144.6,ADH1C
ENSG00000166233.15,ARIH1
ENSG00000117632.23,STMN1
ENSG00000004399.13,PLXND1
ENSG00000160446.19,ZDHHC12
ENSG00000165195.16,PIGA
ENSG00000120519.16,SLC10A7
ENSG00000119522.18,DENND1A
ENSG00000119616.11,FCF1
ENSG00000189283.11,FHIT
ENSG00000196600.13,SLC22A25
ENSG00000283498.1,MIR1244-2
ENSG00000102699.6,PARP4
ENSG00000143393.17,PI4KB
ENSG00000181616.10,OR52H1
ENSG00000288920.1,RPSA2
ENSG00000230679.2,ENO1-AS1
ENSG00000164404.9,GDF9
ENSG00000021300.14,PLEKHB1
ENSG00000185245.9,GP1BA
ENSG00000188897.10,LOC400499
ENSG00000254233.2,LINC02365
ENSG00000255084.1,LOC101928896
ENSG00000162496.10,DHRS3
ENSG00000243819.4,RN7SL832P
ENSG00000143942.5,CHAC2
ENSG00000146143.19,PRIM2
ENSG00000156374.16,PCGF6
ENSG00000185838.14,GNB1L
ENSG00000167394.13,ZNF668
ENSG00000197724.12,PHF2
ENSG00000170439.8,TMT1B
ENSG00000172478.18,MAB21L4
ENSG00000188827.12,SLX4
ENSG00000225361.5,PPP1R26-AS1
ENSG00000250479.9,CHCHD10
ENSG00000173327.8,MAP3K11
ENSG00000286025.2,FAM246C
ENSG00000268006.2,PTOV1-AS1
ENSG00000162337.12,LRP5
ENSG00000134330.19,IAH1
ENSG00000188820.13,CALHM6
ENSG00000213176.4,RPL13P6
ENSG00000196961.13,AP2A1
ENSG00000184470.21,TXNRD2
ENSG00000197408.10,CYP2B6
ENSG00000111832.13,RWDD1
ENSG00000140443.15,IGF1R
ENSG00000132640.15,BTBD3
ENSG00000224891.1,ARL14EPP1
ENSG00000064651.14,SLC12A2
ENSG00000081059.20,TCF7
ENSG00000196155.13,PLEKHG4
ENSG00000178404.11,CEP295NL
ENSG00000115295.21,CLIP4
ENSG00000054654.20,SYNE2
ENSG00000069020.19,MAST4
ENSG00000225981.4,MICALL2-DT
ENSG00000154803.13,FLCN
ENSG00000266278.1,LINC01910
ENSG00000267272.5,LINC01140
ENSG00000110768.12,GTF2H1
ENSG00000175376.9,EIF1AD
ENSG00000261645.8,DISC1FP1
ENSG00000291110.2,TRIM16L
ENSG00000087095.13,NLK
ENSG00000161647.19,MPP3
ENSG00000076826.10,CAMSAP3
ENSG00000114786.16,ABHD14A-ACY1
ENSG00000158747.15,NBL1
ENSG00000243314.1,RPS12P7
ENSG00000235643.2,LINC01647
ENSG00000249558.1,RCC2P4
ENSG00000111215.12,PRH1
ENSG00000215717.7,TMEM167B
ENSG00000175707.10,KDF1
ENSG00000113387.13,SUB1
ENSG00000198939.8,ZFP2
ENSG00000107077.21,KDM4C
ENSG00000089163.4,SIRT4
ENSG00000207037.1,RNU6-339P
ENSG00000290956.2,FAM21EP
ENSG00000267039.2,LOC105372069
ENSG00000214253.9,FIS1
ENSG00000079785.16,DDX1
ENSG00000131143.10,COX4I1
ENSG00000073464.13,CLCN4
ENSG00000232149.1,FERP1
ENSG00000139209.16,SLC38A4
ENSG00000225731.2,PDE9A-AS1
ENSG00000138398.17,PPIG
ENSG00000253210.5,DENND3-AS1
ENSG00000185674.10,LYG2
ENSG00000261183.8,SPINT1-AS1
ENSG00000075651.17,PLD1
ENSG00000176531.12,PHLDB3
ENSG00000150593.18,PDCD4
ENSG00000064300.9,NGFR
ENSG00000277639.3,CHD9NB
ENSG00000179456.12,ZBTB18
ENSG00000117877.11,POLR1G
ENSG00000155438.12,NIFK
ENSG00000262118.1,MTCO1P28
ENSG00000272677.4,HNRNPD-DT
ENSG00000099864.18,PALM
ENSG00000145675.16,PIK3R1
ENSG00000162869.16,PPP1R21
ENSG00000090054.16,SPTLC1
ENSG00000149806.11,FAU
ENSG00000237129.1,MTCYBP34
ENSG00000117362.13,APH1A
ENSG00000143384.14,MCL1
ENSG00000100697.17,DICER1
ENSG00000160961.12,ZNF333
ENSG00000143797.12,MBOAT2
ENSG00000241316.9,SUCLG2-DT
ENSG00000148291.10,SURF2
ENSG00000101574.15,METTL4
ENSG00000113712.19,CSNK1A1
ENSG00000102981.10,PARD6A
ENSG00000131435.13,PDLIM4
ENSG00000110665.12,C11orf21
ENSG00000201998.1,SNORA23
ENSG00000198168.9,SVIP
ENSG00000257108.2,NHLRC4
ENSG00000254681.7,PKD1P5
ENSG00000183048.12,SLC25A10
ENSG00000105058.12,FAM32A
ENSG00000185252.19,ZNF74
ENSG00000171433.12,GLOD5
ENSG00000006638.13,TBXA2R
ENSG00000267369.1,TAF5LP1
ENSG00000225349.2,ANKRD49P2
ENSG00000226017.2,PRICKLE2-AS3
ENSG00000100092.24,SH3BP1
ENSG00000277301.1,LOC101929698
ENSG00000159352.16,PSMD4
ENSG00000117222.14,RBBP5
ENSG00000119013.10,NDUFB3
ENSG00000214485.6,RPL7P1
ENSG00000266173.7,STRADA
ENSG00000167635.12,ZNF146
ENSG00000260926.4,LOC105370791
ENSG00000111358.14,GTF2H3
ENSG00000041982.17,TNC
ENSG00000259922.1,CFAP69P1
ENSG00000014824.14,SLC30A9
ENSG00000237399.7,PITRM1-AS1
ENSG00000182118.8,FAM89A
ENSG00000215186.7,GOLGA6B
ENSG00000240828.1,RPL21P4
ENSG00000103024.8,NME3
ENSG00000138175.9,ARL3
ENSG00000186787.10,SPIN2B
ENSG00000176658.17,MYO1D
ENSG00000099769.6,IGFALS
ENSG00000175556.18,LONRF3
ENSG00000145103.15,ILDR1
ENSG00000111886.11,GABRR2
ENSG00000280350.2,LINC01726
ENSG00000106541.12,AGR2
ENSG00000100083.20,GGA1
ENSG00000233452.10,STXBP5-AS1
ENSG00000180549.8,FUT7
ENSG00000188811.14,NHLRC3
ENSG00000137845.15,ADAM10
ENSG00000239830.1,RPS4XP22
ENSG00000186453.13,FAM228A
ENSG00000108666.11,C17orf75
ENSG00000169895.6,SYAP1
ENSG00000196277.17,GRM7
